age,CH4
53431.6,513.0
53688.5,438.15
53872.0,438.0
54100.3,437.04
54402.7,461.6
54830.6,475.6666666666667
55085.1,514.37
55288.1,460.6666666666667
55592.4,466.0
55795.6,534.2
55806.6,483.0
56316.2,546.0
56592.3,550.1
56790.0,542.9
56843.1,553.9
57256.4,541.6666666666666
57535.6,514.8
57721.2,519.6666666666666
57992.7,561.1
58157.7,554.0
58391.3,502.1
58610.1,523.0
58880.0,454.2
59053.6,441.8
59366.0,434.9
59590.3,425.0
59864.9,442.7
60048.6,426.3333333333333
60340.5,430.1
60547.8,425.3333333333333
60812.0,412.0
60848.2,436.61
61050.8,431.6666666666667
61646.9,430.8
61957.1,438.7
62201.8,430.0
62555.5,443.7
62818.7,444.0
63203.0,467.5
63432.2,484.0
63767.0,488.8
64017.2,434.0
64350.0,439.7
64653.9,461.9
64984.0,461.1
65258.9,456.6666666666667
65615.2,475.6
65926.1,444.0
66255.1,460.7
66488.7,449.3333333333333
66817.7,459.3
67076.2,452.6666666666667
67432.3,470.5
67732.4,479.6
68036.0,450.7
68279.4,456.0
68684.3,473.7
68976.0,460.0
69360.3,462.1
69586.3,450.3333333333333
69932.7,489.8
70171.2,472.6666666666667
70444.6,469.8
70633.3,475.4
70865.6,481.5
71098.4,448.6666666666667
71353.2,430.9
71610.9,432.0
71891.0,432.1
72208.7,457.3333333333333
72529.0,452.8
72854.1,447.6666666666667
73125.3,452.3
73432.9,451.1
73685.1,460.7
73916.1,469.0
74156.9,467.1
74391.0,476.6666666666667
74631.3,460.7
74884.7,415.6666666666667
75138.8,414.8
75424.6,424.3333333333333
75712.1,437.5
75972.1,422.2
76241.0,465.8
76529.2,441.6666666666667
76796.2,441.6
77056.3,472.0
77317.0,475.1
77594.3,450.3333333333333
77885.2,463.3
78150.2,477.0
78365.5,487.4
78645.5,496.975
78910.5,512.3
79146.6,515.0
79397.7,514.9
79625.6,536.0
79873.9,563.0
80103.6,535.3333333333334
80321.9,549.8
80569.7,549.3333333333334
80801.9,547.6
81076.3,584.0
81284.0,576.1
81523.5,595.3333333333334
81741.1,571.0
81983.4,605.5
82212.1,616.7
82418.1,616.3333333333334
82639.5,622.3
82866.0,629.3333333333334
83066.6,631.3
83276.5,559.7
83511.0,514.6
83738.8,485.3333333333333
83972.3,465.0
84225.1,464.0
84461.1,444.7
84701.1,450.3333333333333
84949.4,442.8
85204.9,452.3333333333333
85441.4,454.1
85766.3,429.2
85946.1,425.2
86208.4,468.0
86471.6,428.5
86726.4,448.0
87004.4,445.6
87339.5,479.6666666666667
87614.2,506.5
87900.7,502.3333333333333
